ACCESS_label,HHLANP_label,HINCP,NRC,NP
"Yes, by paying a cell phone company or Internet service provider",English only household,3200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,3200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,3200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,61200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,61200,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,17000,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,17000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,56180,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,56180,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,26000,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,62000,0,1
"Yes, by paying a cell phone company or Internet service provider",Spanish,20600,0,2
"Yes, by paying a cell phone company or Internet service provider",Spanish,20600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,130000,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,130000,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,130000,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,130000,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,43740,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,43740,0,2
"No access to the Internet at this house, apartment, or mobile home",English only household,24000,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,24000,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,24000,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,24000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,86000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,86000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,86000,1,3
"Yes, by paying a cell phone company or Internet service provider",Tagalog,142000,1,3
"Yes, by paying a cell phone company or Internet service provider",Tagalog,142000,1,3
"Yes, by paying a cell phone company or Internet service provider",Tagalog,142000,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,116000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,116000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,52800,0,1
