ACCESS_label,HHLANP_label,HINCP,FS,NP
"Yes, by paying a cell phone company or Internet service provider",English only household,17000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,87600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,87600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,13500,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,13500,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,42200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,42200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,42200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,42200,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,51100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,51100,2,2
"Yes, without paying a cell phone company or Internet service provider",English only household,19200,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,140480,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,140480,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,61500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,61500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,61500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,61500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,89000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,89000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,127700,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,127700,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,127700,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,82000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,82000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,13000,2,1
"Yes, by paying a cell phone company or Internet service provider",French,38100,2,2
"Yes, by paying a cell phone company or Internet service provider",French,38100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,172200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,172200,2,2
